,id,ticker,buy_time,buy_price,buy_sum,buy_commission,sell_time,sell_price,sell_sum,sell_commission,stocks_number,status,gain_coef,lose_coef,trailing_LIT_gain_coef,trailing_ratio,profit,buy_order_id,limit_if_touched_order_id,stop_order_id,trailing_LIT_order_id,trailing_stop_limit_order_id,buy_condition_type,tech_indicators,timezone
0,0,DE,2024-08-21 00:39:00.000,374.06,748.12,1.0,2024-08-22 01:21:04.395,375.94,751.88,1.03,2,completed,1.005,0.97,1.007,0.15,1.729999999999991,FA1956DF73E03B2000,FA1956E75EBF44A000,FA1956E877FC84A000,FA1956EEE2AC3B2000,FAXXXX,1h,Not filled,E. Australia Standard Time
1,1,AMT,2024-08-17 01:04:00.000,220.04,440.08,1.0,2024-08-24 00:26:36.973,221.15,442.3,0.04,2,completed,1.005,0.97,1.005,0.15,1.180000000000027,FA1951CACA1BBB2000,FA1958EED98D44A000,FA1951CB1F203B2000,,FAXXXX,1h,Not filled,E. Australia Standard Time
2,2,CME,2024-08-17 02:44:00.000,207.86,623.58,1.0,2024-08-17 03:32:56.103,207.64,622.92,1.03,3,completed,1.005,0.97,1.005,0.15,-2.690000000000082,FA1951E1BCC384A000,FA1951E253C07B2000,FA1951E5847EC4A000,,FAXXXX,1h,Not filled,E. Australia Standard Time
3,3,EL,2024-08-21 23:32:00.000,92.14,921.4,1.02,2024-08-22 00:45:00.415,92.61,926.1,1.06,10,completed,1.005,0.97,1.007,0.15,2.620000000000045,FA195825A91F04A000,FA19582868EDBB2000,,,FAXXXX,1h,Not filled,E. Australia Standard Time
4,4,OXY,2024-08-21 23:54:00.000,56.2087,955.5479,1.04,2024-08-22 01:22:50.234,56.51,960.67,1.08,17,completed,1.005,0.97,1.007,0.15,3.002099999999932,FA19582A946244A000,FA1956E75EBF44A000,FA19582C2F87C4A000,,FAXXXX,1h,Not filled,E. Australia Standard Time
5,5,EOG,2024-08-22 00:30:00.000,126.26,883.82,1.01,2024-08-24 01:39:24.402,126.9409,888.5862999999999,0.05,7,completed,1.005,0.97,1.007,0.15,3.706299999999888,FA195832F268FB2000,FA1958EE17A944A000,FA19583383217B2000,,FAXXXX,1h,Not filled,E. Australia Standard Time
6,6,SLB,2024-08-22 00:37:00.000,44.59,891.8,1.05,2024-08-24 03:26:49.249,44.82,896.4,0.09,20,completed,1.005,0.97,1.007,0.15,3.460000000000023,FA19583495733B2000,FA1958EED5DB3B2000,FA195834E6D27B2000,,FAXXXX,1h,Not filled,E. Australia Standard Time
7,7,MRNA,2024-08-23 23:43:43.195,82.46,1401.82,0.05,2024-08-24 01:31:31.802,82.9,1409.3,0.09999999999999999,17,completed,1.005,0.97,1.006640023500978,0.15,7.330000000000246,FA195ABB6245FB2000,FA195ABBA93BC4A000,FA195ABBA9777B2000,,FAXXXX,1h,Not filled,E. Australia Standard Time
8,8,NXPI,2024-08-24 00:36:11.043,252.4829,1262.4145,0.02,2024-08-28 04:30:17.175,253.46,1267.3,0.06999999999999999,5,completed,1.005,0.97,1.005,0.15,4.795499999999866,FA195AC7644AFB2000,FA195ADCDD993B2000,FA195EA9F212FB2000,FA195EA9F212FB2000,FAXXXX,1h,Not filled,E. Australia Standard Time
9,9,AMD,2024-08-24 00:45:42.558,155.37,1087.59,0.02,2024-08-27 00:28:31.675,156.6,1096.2,0.06,7,completed,1.005,0.97,1.013549948403156,0.15,8.530000000000127,FA195AC992643B2000,FA195ADCDEA384A000,FA195ADCDFD9FB2000,FA195ADCDFD9FB2000,FAXXXX,1h,Not filled,E. Australia Standard Time
10,10,CMG,2024-08-24 02:31:39.177,53.7395,967.311,0.05,2024-08-27 00:28:43.866,54.12,974.16,0.09,18,completed,1.005,0.97,1.013327680836198,0.15,6.708999999999933,FA195AE1D1EF04A000,FA195AE220BF3B2000,FA195AE22108FB2000,FA195AE22108FB2000,FAXXXX,1h,Not filled,E. Australia Standard Time
11,11,TEL,2024-08-24 04:09:31.369,152.14,760.6999999999999,0.02,2024-08-24 06:50:56.274,152.91,764.55,0.05,5,completed,1.005,0.97,1.007,0.15,3.780000000000023,FA195AF8385384A000,FA195AFE0795BB2000,FA195AFE07D3FB2000,,FAXXXX,1h,Not filled,E. Australia Standard Time
12,12,AVGO,2024-08-24 05:56:07.694,165.9492,829.746,0.02,2024-08-26 21:22:18.400,166.95,834.75,0.05,5,completed,1.005,0.97,1.007,0.15,4.93400000000002,FA195B109E9C7B2000,FA195B1180D144A000,FA195B11811144A000,FA195E5F46693B2000,,1h,Not filled,E. Australia Standard Time
13,0,BSX,2024-08-26 23:30:12.101,79.02,790.1999999999999,0.03,2024-08-27 00:43:35.891,79.41,794.0999999999999,0.06,10,completed,1.005,0.97,1.005,0.15,3.809999999999977,FA195E950EC684A000,,FA195E95F6D67B2000,FA195E95F6D67B2000,FA195E96E5E044A000,1h,Not filled,E. Australia Standard Time
14,7,PYPL,2024-08-26 23:33:06.472,71.7096,1434.192,0.06,2024-08-27 00:36:21.533,72.2608,1445.216,0.11,20,completed,1.005,0.97,1.008279092339101,0.15,10.85400000000011,FA195E95B90EBB2000,,FA195E9670D744A000,FA195E9670D744A000,FA195E96E53F84A000,1h,Not filled,E. Australia Standard Time
15,10,INTU,2024-08-26 23:40:25.794,620.21,2474.36,1.111,2024-08-28 03:40:16.670,621.82,2487.28,0.09,4,completed,1.005,0.97,1.007,0.15,11.71900000000007,FA195E976617C4A000,,FA195EA9F51404A000,,FA1960089A40BB2000,1h,Not filled,E. Australia Standard Time
16,30,IDXX,2024-08-26 23:48:07.559,487.87,975.74,0.01,2024-08-27 00:59:42.754,489.53,979.06,0.05,2,completed,1.005,0.97,1.007,0.15,3.259999999999937,FA195E992905BB2000,,FA195E9A2240BB2000,FA195E9A279E7B2000,FA195E9B8DAC84A000,1h,Not filled,E. Australia Standard Time
17,35,AVGO,2024-08-28 02:44:54.945,159.64,1436.76,0.03,2024-08-28 03:49:24.008,160.5009,1444.5081,0.08,9,completed,1.005,0.97,1.005,0.15,7.638100000000022,FA19600B36CFFB2000,,FA19600C095384A000,FA19600C095384A000,FA19600C7A8FC4A000,1h,Not filled,E. Australia Standard Time
18,54,HLT,2024-08-28 02:54:49.528,218.22,1309.32,0.02,2024-08-28 05:24:10.775,219.0016,1314.0096,0.06999999999999999,6,completed,1.005,0.97,1.007,0.15,4.599599999999928,FA19600D7B73FB2000,,FA19600F6A8344A000,FA19600F6AF17B2000,,1h,Not filled,E. Australia Standard Time
19,115,AMD,2024-08-28 03:31:31.472,149.8292,1348.4628,0.03,2024-08-28 07:31:09.971,150.2605,1352.3445,0.08,9,completed,1.005,0.97,1.007,0.15,3.771700000000137,FA196015E1C77B2000,,FA196016F6A2FB2000,FA196016F716C4A000,FA1960381EC3BB2000,1h,Not filled,E. Australia Standard Time
20,218,IDXX,2024-08-28 04:05:52.395,482.72,1448.16,0.01,2024-08-29 00:35:59.138,484.08,1452.24,1.101,3,completed,1.005,0.97,1.007,0.15,2.968999999999927,FA19601DBE643B2000,,FA1960388FBF44A000,FA196038902FC4A000,FA19612852A8FB2000,1h,Not filled,E. Australia Standard Time
21,227,ANET,2024-08-28 04:08:08.729,345.42,1381.68,0.01,2024-08-29 00:28:10.680,345.81,1383.24,0.06,4,completed,1.005,0.97,1.007,0.15,1.489999999999945,FA19601E4388C4A000,,FA19603890CAC4A000,FA196038914404A000,FA19612855533B2000,1h,Not filled,E. Australia Standard Time
22,236,ANET,2024-08-28 23:34:31.492,344.96,1379.84,,2024-08-30 00:30:33.461,347.38,1389.52,0.06,4,completed,1.005,0.95,1.007,0.15,,FA1961293A04C4A000,,FA19612A070244A000,FA19612A0765BB2000,,1h,Not filled,E. Australia Standard Time
23,240,SHW,2024-08-28 23:35:27.931,360.13,1440.52,0.01,2024-08-29 00:55:10.405,362.21,1448.84,0.06,4,completed,1.005,0.95,1.007,0.15,8.249999999999936,FA196129712444A000,,FA19612B11D2FB2000,FA19612B121FC4A000,FA19612CA0AEBB2000,1h,Not filled,E. Australia Standard Time
24,243,ETN,2024-08-28 23:38:35.900,296.17,1184.68,0.01,2024-08-30 00:32:40.360,298.25,1193.0,0.05,4,completed,1.005,0.95,1.007,0.15,8.259999999999936,FA19612A28B3BB2000,,FA19612ACBAA7B2000,FA19612ACBF83B2000,,1h,Not filled,E. Australia Standard Time
25,342,SCHW,2024-08-29 00:29:32.765,63.81,1403.82,0.07,2024-08-29 23:28:07.656,64.31,1414.82,0.12,22,completed,1.005,0.95,1.007,0.15,10.81000000000023,FA196135D1E5C4A000,,FA19613654C2BB2000,FA1961365517BB2000,,1h,Not filled,E. Australia Standard Time
26,372,TJX,2024-08-29 23:32:47.341,119.2222,1430.6664,0.04,2024-08-31 01:09:41.391,116.9734,1403.6808,0.09,12,completed,1.005,0.95,1.007,0.15,-27.11559999999998,FA1962726B6904A000,,FA1962735654C4A000,FA19627356B3FB2000,FA1963C27933FB2000,1h,Not filled,E. Australia Standard Time
27,374,PCAR,2024-08-29 23:32:59.458,94.2,1413.0,0.05,2024-08-30 01:14:45.820,94.78,1421.7,0.09999999999999999,15,completed,1.005,0.95,1.007,0.15,8.550000000000045,FA196272773EBB2000,,FA196273ED083B2000,FA196273ED63BB2000,FA196279BFE6FB2000,1h,Not filled,E. Australia Standard Time
28,405,EQIX,2024-08-29 23:38:19.356,811.18,811.18,0.0,2024-08-30 00:50:58.456,816.86,816.86,0.03,1,completed,1.005,0.95,1.007,0.15,5.650000000000063,FA196273AFA404A000,,FA19627448E0FB2000,FA196274492F44A000,FA19627655BCFB2000,1h,Not filled,E. Australia Standard Time
29,410,JCI,2024-08-29 23:55:32.710,70.68,1413.6,0.06,1971-01-01 00:00:00.000,,0.0,0.0,20,completed,1.005,0.95,1.007,0.15,0.0,FA196277A0C3FB2000,,FA19627904BABB2000,FA1962790509BB2000,,1h,Not filled,E. Australia Standard Time
30,574,ABT,2024-08-30 04:31:51.790,112.6881,1352.2572,0.04,2024-08-31 00:33:17.111,113.0516,1356.6192,0.09,12,completed,1.005,0.95,1.007,0.15,4.231999999999853,FA1962B6DF2BFB2000,,FA1962BC16BEFB2000,FA1962BC1750FB2000,FA1963BC8A57BB2000,1h,Not filled,E. Australia Standard Time
